# authority: IEEE Std 1003.1-2017 and The Open Group Base Specifications Issue 7, 2018 edition
# source: source member and assertion hashes are derived from the pinned SUSv4 Issue 7 archive
# derivation: every prose, list, and definition assertion in each selected source section, excluding Examples sections
# snapshot-count: 2644
# ordered-requirement-sha256: 27a3bac20484cf355b2f0ca9a9228ce0604cd19e252d5a9489cfc44269a05e0d
# q35_case invariant: open rows retain their parent probe; closed rows require an assertion-specific executable case
# state invariant: every recursive requirement is exactly open or closed and every open row has a falsifier
requirement	row	domain	parent	ordinal	assertion	assertion_sha256	implementation_requirement	q35_case	state	witness	next_action	falsifier
utility:chmod.r042	utility:chmod	utility	chmod	42	If perm is not specified, the '-' operation shall not change the file mode bits. If who is not specified, the file mode bits represented by perm for the owner, group, and other permissions, except for those with corresponding bits in the file mode creation mask of the invoking process, shall be cleared. Otherwise, the file mode bits represented by the specified who and perm values shall be cleared.	2062116c962bd0721972f4605d721dae55286ac804f3f5a5cc6e7924ed34f006	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r042_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r042.
utility:chmod.r043	utility:chmod	utility	chmod	43	=	380918b946a526640a40df5dced6516794f3d97bbd9e6bb553d037c4439f31c3	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r043_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r043.
utility:chmod.r044	utility:chmod	utility	chmod	44	Clear the file mode bits specified by the who value, or, if no who value is specified, all of the file mode bits specified in this volume of POSIX.1-2017. If perm is not specified, the '=' operation shall make no further modifications to the file mode bits. If who is not specified, the file mode bits represented by perm for the owner, group, and other permissions, except for those with corresponding bits in the file mode creation mask of the invoking process, shall be set. Otherwise, the file mode bits represented by the specified who and perm values shall be set.	dd598fe51fabc3ded90aa52b9d37bd54febee9792a39fc71c723d4024bf93961	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r044_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r044.
utility:chmod.r045	utility:chmod	utility	chmod	45	When using the symbolic mode form on a regular file, it is implementation-defined whether or not:	6155c78238f2dc119ba0a353086d321c7dcfa391a001db0b04a5b9703be7268f	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r045_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r045.
utility:chmod.r046	utility:chmod	utility	chmod	46	Requests to set the set-user-ID-on-execution or set-group-ID-on-execution bit when all execute bits are currently clear and none are being set are ignored.	51977a3d54ed4ad6fd85ef5e030880f660159720593f4e8750e566258d91c16d	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r046_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r046.
utility:chmod.r047	utility:chmod	utility	chmod	47	Requests to clear all execute bits also clear the set-user-ID-on-execution and set-group-ID-on-execution bits.	908ad00064b2961639d28a0f14c8bf496e1e8129074852ece56818a3bfff533e	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r047_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r047.
utility:chmod.r048	utility:chmod	utility	chmod	48	Requests to clear the set-user-ID-on-execution or set-group-ID-on-execution bits when all execute bits are currently clear are ignored. However, if the command ls -l file writes an s in the position indicating that the set-user-ID-on-execution or set-group-ID-on-execution is set, the commands chmod u-s file or chmod g-s file, respectively, shall not be ignored.	801058309255f1bd09ec08363d2be449fdb6994b9d538e605a49b33c453c9ff1	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r048_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r048.
utility:chmod.r049	utility:chmod	utility	chmod	49	When using the symbolic mode form on other file types, it is implementation-defined whether or not requests to set or clear the set-user-ID-on-execution or set-group-ID-on-execution bits are honored.	a1d0de8a0d899aff9427817673a61af22c8c333783cb4839ae303f25b507dfee	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r049_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r049.
utility:chmod.r050	utility:chmod	utility	chmod	50	If the who symbol o is used in conjunction with the perm symbol s with no other who symbols being specified, the set-user-ID-on-execution and set-group-ID-on-execution bits shall not be modified. It shall not be an error to specify the who symbol o in conjunction with the perm symbol s.	660b12decc3a66b395d595a0030645c37375b5ec540d2fac750c063d01f31b95	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r050_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r050.
utility:chmod.r051	utility:chmod	utility	chmod	51	[XSI] The perm symbol t shall specify the S_ISVTX bit. When used with a file of type directory, it can be used with the who symbol a, or with no who symbol. It shall not be an error to specify a who symbol of u, g, or o in conjunction with the perm symbol t, but the meaning of these combinations is unspecified. The effect when using the perm symbol t with any file type other than directory is unspecified.	4b57e7817bc39e648455d903f8cbfe9d65e17dca62dec10cf015447512340959	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r051_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r051.
utility:chmod.r052	utility:chmod	utility	chmod	52	For an octal integer mode operand, the file mode bits shall be set absolutely.	24364733e03c5ffce194348179a90ca6ad1c832fa7031b4ae0b6e57be59a36fc	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r052_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r052.
utility:chmod.r053	utility:chmod	utility	chmod	53	For each bit set in the octal number, the corresponding file permission bit shown in the following table shall be set; all other file permission bits shall be cleared. For regular files, for each bit set in the octal number corresponding to the set-user-ID-on-execution or the set-group-ID-on-execution, bits shown in the following table shall be set; if these bits are not set in the octal number, they are cleared. For other file types, it is implementation-defined whether or not requests to set or clear the set-user-ID-on-execution or set-group-ID-on-execution bits are honored.	b856a9de6c0b2273ccf315ce999a2eb2c916d1c5aa5d393ea0387ff478c442bf	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r053_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r053.
utility:chmod.r054	utility:chmod	utility	chmod	54	Octal	62bfe3f59cc0f1cdf8109f7653dc2a98c6a16de7505a343fa647e32fa1fbf4d5	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r054_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r054.
utility:chmod.r055	utility:chmod	utility	chmod	55	Mode Bit	67359c6698d81abc94a37987502b57f6aa06b1ccbfd410e9ed41ea07df70d898	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r055_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r055.
utility:chmod.r056	utility:chmod	utility	chmod	56	Octal	62bfe3f59cc0f1cdf8109f7653dc2a98c6a16de7505a343fa647e32fa1fbf4d5	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r056_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r056.
utility:chmod.r057	utility:chmod	utility	chmod	57	Mode Bit	67359c6698d81abc94a37987502b57f6aa06b1ccbfd410e9ed41ea07df70d898	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r057_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r057.
utility:chmod.r058	utility:chmod	utility	chmod	58	Octal	62bfe3f59cc0f1cdf8109f7653dc2a98c6a16de7505a343fa647e32fa1fbf4d5	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r058_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r058.
utility:chmod.r059	utility:chmod	utility	chmod	59	Mode Bit	67359c6698d81abc94a37987502b57f6aa06b1ccbfd410e9ed41ea07df70d898	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r059_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r059.
utility:chmod.r060	utility:chmod	utility	chmod	60	Octal	62bfe3f59cc0f1cdf8109f7653dc2a98c6a16de7505a343fa647e32fa1fbf4d5	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r060_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r060.
utility:chmod.r061	utility:chmod	utility	chmod	61	Mode Bit	67359c6698d81abc94a37987502b57f6aa06b1ccbfd410e9ed41ea07df70d898	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r061_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r061.
utility:chmod.r062	utility:chmod	utility	chmod	62	4000	b090147020e033534635010c4f7eb6fc270d44e5df67ea9e744a8087df9ca106	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r062_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r062.
utility:chmod.r063	utility:chmod	utility	chmod	63	S_ISUID	84d9513c69c5633ba95e31c9b51c58f853c9903d65522bda673eb6a97b0366ac	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r063_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r063.
utility:chmod.r064	utility:chmod	utility	chmod	64	0400	3cd7fb32828b99f51cb94fe6a2606a19b77a4456caadaab50fbb51d873da509b	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r064_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r064.
utility:chmod.r065	utility:chmod	utility	chmod	65	S_IRUSR	a77f594b338213662a407d76cd6193221f76714daec3d96fb21524f7bd2ab770	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r065_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r065.
utility:chmod.r066	utility:chmod	utility	chmod	66	0040	22fe047777c4d00ccf83263aeb1b449ffbd3a3bce283d0caeaac0c97276ae940	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r066_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r066.
utility:chmod.r067	utility:chmod	utility	chmod	67	S_IRGRP	b4a552ace6317a50b6b8e2b87c70a7105d01cfe8ad6a2a29da20a4780a40dee1	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r067_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r067.
utility:chmod.r068	utility:chmod	utility	chmod	68	0004	0591b59c1bdd9acd2847a202ddd02c3f14f9b5a049a5707c3279c1e967745ed4	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r068_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r068.
utility:chmod.r069	utility:chmod	utility	chmod	69	S_IROTH	ed55a3d607e4308b6ae50af9de3504fe411ae6df7baf44f6583f3dcbb56c5964	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r069_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r069.
utility:chmod.r070	utility:chmod	utility	chmod	70	2000	81a83544cf93c245178cbc1620030f1123f435af867c79d87135983c52ab39d9	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r070_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r070.
utility:chmod.r071	utility:chmod	utility	chmod	71	S_ISGID	a0827a27630fd9a6e3578aab31eced0e5e4918bd151715188888b12302e669dd	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r071_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r071.
utility:chmod.r072	utility:chmod	utility	chmod	72	0200	1fdc13485c8abdffe049567b9d704156b8922886f60ea97141a895715da301ac	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r072_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r072.
utility:chmod.r073	utility:chmod	utility	chmod	73	S_IWUSR	78ac8919a6d18a8a49e5ba298ef151b677b452fc4feb8e411c5cd227d76bf2bc	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r073_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r073.
utility:chmod.r074	utility:chmod	utility	chmod	74	0020	3a0a6026cbab0726507859c4d59884c41ac6042bc8fc9f5c9ff7dc16164e5e63	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r074_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r074.
utility:chmod.r075	utility:chmod	utility	chmod	75	S_IWGRP	e599234b6bc222a2780e26b06f482a12d98d53faa693cff03f44488ac3d73b02	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r075_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r075.
utility:chmod.r076	utility:chmod	utility	chmod	76	0002	4fac6dbe26e823ed6edf999c63fab3507119cf3cbfb56036511aa62e258c35b4	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r076_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r076.
utility:chmod.r077	utility:chmod	utility	chmod	77	S_IWOTH	5bf41432542e518a8217eeeecf4ac4ff8ec9bf162943398721211d355e387105	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r077_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r077.
utility:chmod.r078	utility:chmod	utility	chmod	78	1000	40510175845988f13f6162ed8526f0b09f73384467fa855e1e79b44a56562a58	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r078_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r078.
utility:chmod.r079	utility:chmod	utility	chmod	79	S_ISVTX	40244cb8d93135d16291b6e41cf1d4c43857513e28d95a519cf9bfb9c5b0e92d	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r079_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r079.
utility:chmod.r080	utility:chmod	utility	chmod	80	0100	5e7b571a60a7c187d6a4cb8bbedbe4e69d4caa49b51d9ddf3320afd793f146bf	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r080_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r080.
utility:chmod.r081	utility:chmod	utility	chmod	81	S_IXUSR	5874c40d717a361cc368bb5fa8c10ddcbe4b309e6c5aede31b6a1787424e536f	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r081_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r081.
utility:chmod.r082	utility:chmod	utility	chmod	82	0010	0b08e3dcc50fe4e5cee9b0b3a671a8db936f8335ba9050696d41cbb9a07f22e3	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r082_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r082.
utility:chmod.r083	utility:chmod	utility	chmod	83	S_IXGRP	72183686047c423f39d59932d8cb1c967959456d0cde1b682e632ac35a7489a0	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r083_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r083.
utility:chmod.r084	utility:chmod	utility	chmod	84	0001	888b19a43b151683c87895f6211d9f8640f97bdc8ef32f03dbe057c8f5e56d32	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r084_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r084.
utility:chmod.r085	utility:chmod	utility	chmod	85	S_IXOTH	7a5d82970a7501849d455ddff1451cb8f9e85346f95067ef32cf202a8f7afc2b	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r085_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r085.
utility:chmod.r086	utility:chmod	utility	chmod	86	When bits are set in the octal number other than those listed in the table above, the behavior is unspecified.	23117af51889f23eca2811cb3eeb376eeab886815ff56f9d5c8d6fda3d1532ec	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r086_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r086.
utility:chmod.r087	utility:chmod	utility	chmod	87	The grammar and lexical conventions in this section describe the syntax for the symbolic_mode operand. The general conventions for this style of grammar are described in Grammar Conventions. A valid symbolic_mode can be represented as the non-terminal symbol symbolic_mode in the grammar. This formal syntax shall take precedence over the preceding text syntax description.	7d6eb0dc2909ad8d69bf9c0d53efceba8b6cc6160e94ae87e2d722d1d391a8f1	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r087_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r087.
utility:chmod.r088	utility:chmod	utility	chmod	88	The lexical processing is based entirely on single characters. Implementations need not allow <blank> characters within the single argument being processed.	8d754fe37e9bb803d1b77806d97721d6184dd9c2649cc6373267b1310e90ef28	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r088_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r088.
utility:chmod.r089	utility:chmod	utility	chmod	89	The following exit values shall be returned:	a16f909696ef6c379b520b8517c6f3262787e21c869e549b99ce363701b50c09	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r089_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r089.
utility:chmod.r090	utility:chmod	utility	chmod	90	0	5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r090_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r090.
utility:chmod.r091	utility:chmod	utility	chmod	91	The utility executed successfully and all requested changes were made.	b448f2efdc3cecc209323af8859291dd71a7b19956d361543810270138c6effe	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r091_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r091.
utility:chmod.r092	utility:chmod	utility	chmod	92	>0	d6e2bb8cd4629449353a28ae909ef35537271f1c26d386a43201368fe600fee9	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r092_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r092.
utility:chmod.r093	utility:chmod	utility	chmod	93	An error occurred.	cf03797adcae3a3d1dcaa178667e0d8a80229972d6cda3d2b4249baa0621d609	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r093_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r093.
utility:chmod.r094	utility:chmod	utility	chmod	94	Default.	df324cf0dd55811739de9296ba43f61ee6290a63b6d56c4843530429ddee1dc5	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r094_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r094.
utility:chmod.r095	utility:chmod	utility	chmod	95	Some implementations of the chmod utility change the mode of a directory before the files in the directory when performing a recursive (-R option) change; others change the directory mode after the files in the directory. If an application tries to remove read or search permission for a file hierarchy, the removal attempt fails if the directory is changed first; on the other hand, trying to re-enable permissions to a restricted hierarchy fails if directories are changed last. Users should not try to make a hierarchy inaccessible to themselves.	b10525b606a6e3fd04b56e691cac2d466b7db27150030622223665e42f008bd2	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r095_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r095.
utility:chmod.r096	utility:chmod	utility	chmod	96	Some implementations of chmod never used the umask of the process when changing modes; systems conformant with this volume of POSIX.1-2017 do so when who is not specified. Note the difference between:	8571928a492ea7b6d39de932c762afba26e4d65e23780496e9a442ab5e3c49b2	Implement the complete SUSv4 Issue 7 chmod utility contract, including options, operands, errors, environment, output, and exit status.	utility:chmod.q35	open	missing:utility:chmod.r096_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject utility:chmod.r096.
