# authority: IEEE Std 1003.1-2017 and The Open Group Base Specifications Issue 7, 2018 edition
# source: susv4-2018/utilities/V3_chap02.html
# derivation: every prose, list, and definition assertion in each selected parent section, excluding Examples sections
# snapshot-count: 724
# ordered-requirement-sha256: da00cbb9b7af9b288ad1ae2e533a0c5076e3729b0068a176e968cb36f41ae6c3
# state invariant: every recursive requirement is exactly open or closed and every open row has a falsifier
requirement	parent	ordinal	assertion	assertion_sha256	implementation_requirement	state	witness	next_action	falsifier
tag_18_09.r077	tag_18_09	77	The format for the for loop is as follows:	02f79480728616a441e0dc39e9d3115bca4d7b52d099dc0b6f8caafa14ab1d05	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r077_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r077.
tag_18_09.r078	tag_18_09	78	First, the list of words following in shall be expanded to generate a list of items. Then, the variable name shall be set to each item, in turn, and the compound-list executed each time. If no items result from the expansion, the compound-list shall not be executed. Omitting:	1da5eab6563cf51f77cde96097d394a07e1cead8204e5f888c07d196cc0c74ea	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r078_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r078.
tag_18_09.r079	tag_18_09	79	shall be equivalent to:	40bca25ba11637de5f7c688cbfea4a7fd89019039af159acd9af65baab4a3c2a	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r079_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r079.
tag_18_09.r080	tag_18_09	80	The exit status of a for command shall be the exit status of the last command that executes. If there are no items, the exit status shall be zero.	acea5fb0cc63eb367fb64b0980da3935ad92eeeb614aca206f4dc74e212f1ed1	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r080_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r080.
tag_18_09.r081	tag_18_09	81	The conditional construct case shall execute the compound-list corresponding to the first one of several patterns (see Pattern Matching Notation) that is matched by the string resulting from the tilde expansion, parameter expansion, command substitution, arithmetic expansion, and quote removal of the given word. The reserved word in shall denote the beginning of the patterns to be matched. Multiple patterns with the same compound-list shall be delimited by the '|' symbol. The control operator ')' terminates a list of patterns corresponding to a given action. The compound-list for each list of patterns, with the possible exception of the last, shall be terminated with ";;". The case construct terminates with the reserved word esac (case reversed).	f261ed52f230a5ef174c40d0a702e8d1fa40ae4d1fe131a418807d4f5fc52b52	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r081_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r081.
tag_18_09.r082	tag_18_09	82	The format for the case construct is as follows:	f03f11357bb70ce4ef9152fc12a4392d85bb06d0228159ab7c09ecef0427e7cb	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r082_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r082.
tag_18_09.r083	tag_18_09	83	The ";;" is optional for the last compound-list.	7b4403df83ba3d29089de82fbc181af37d7a012f58e1261c62e2cb2fed8c7487	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r083_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r083.
tag_18_09.r084	tag_18_09	84	In order from the beginning to the end of the case statement, each pattern that labels a compound-list shall be subjected to tilde expansion, parameter expansion, command substitution, and arithmetic expansion, and the result of these expansions shall be compared against the expansion of word, according to the rules described in Pattern Matching Notation (which also describes the effect of quoting parts of the pattern). After the first match, no more patterns shall be expanded, and the compound-list shall be executed. The order of expansion and comparison of multiple patterns that label a compound-list statement is unspecified.	de921db3612de895d8f3959be2d32d68f6ac6c75270d77408121b220d19d4f4c	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r084_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r084.
tag_18_09.r085	tag_18_09	85	The exit status of case shall be zero if no patterns are matched. Otherwise, the exit status shall be the exit status of the last command executed in the compound-list.	b05ae65ab0e944a4a29ba0fb510d4d3e807958bd0906f7ceef8dae0d70e534ee	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r085_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r085.
tag_18_09.r086	tag_18_09	86	The if command shall execute a compound-list and use its exit status to determine whether to execute another compound-list.	5247b831f6f043aa05a08fe4dfe44feacaee7c3ada98ff6b3dd64648d3b5b654	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r086_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r086.
tag_18_09.r087	tag_18_09	87	The format for the if construct is as follows:	9d8e75a2680a03881e5e27532d247b4b2ebd60a2577d3e32c15d195f74c9bedf	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r087_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r087.
tag_18_09.r088	tag_18_09	88	The if compound-list shall be executed; if its exit status is zero, the then compound-list shall be executed and the command shall complete. Otherwise, each elif compound-list shall be executed, in turn, and if its exit status is zero, the then compound-list shall be executed and the command shall complete. Otherwise, the else compound-list shall be executed.	3238ade29e06ffb0c8b1f4d1f5baeab6f71f2a8a90752f6eab45b459cea5dc88	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r088_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r088.
tag_18_09.r089	tag_18_09	89	The exit status of the if command shall be the exit status of the then or else compound-list that was executed, or zero, if none was executed.	da241ea80255465d9a64349536c4ed9684dffcef5b3424ae753fae2e940554a4	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r089_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r089.
tag_18_09.r090	tag_18_09	90	The while loop shall continuously execute one compound-list as long as another compound-list has a zero exit status.	fc005ec89a43e92637f53688b08b8ca0a9a0b78878572f07dc26e011bd4bcefa	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r090_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r090.
tag_18_09.r091	tag_18_09	91	The format of the while loop is as follows:	e6da9c37c186c3a1684d91ee518b73d8ebc5aef27be755350ce3ccea3a8e1eb1	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r091_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r091.
tag_18_09.r092	tag_18_09	92	The compound-list-1 shall be executed, and if it has a non-zero exit status, the while command shall complete. Otherwise, the compound-list-2 shall be executed, and the process shall repeat.	2eb10372a7b081c26345db36efd85608f9425b1d23c352587341eaf5b4695d1e	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r092_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r092.
tag_18_09.r093	tag_18_09	93	The exit status of the while loop shall be the exit status of the last compound-list-2 executed, or zero if none was executed.	6d8392cd130237550474703438f5f3c2598b6bea6976664a4ef9ea19f6469292	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r093_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r093.
tag_18_09.r094	tag_18_09	94	The until loop shall continuously execute one compound-list as long as another compound-list has a non-zero exit status.	636f5d4e5aefcfc7776a2afab7a6f68ab68c2ba80e8669a1be2d164261fb3f7d	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r094_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r094.
tag_18_09.r095	tag_18_09	95	The format of the until loop is as follows:	ef9b59bc55373e4684f3d3c12726b5a8e722a6f0eddcbfb50cecd43850855994	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r095_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r095.
tag_18_09.r096	tag_18_09	96	The compound-list-1 shall be executed, and if it has a zero exit status, the until command completes. Otherwise, the compound-list-2 shall be executed, and the process repeats.	6cd823d74b6b828b0c539609eb3358c8fe858c5c2a14e16aa099f5dc9a171cdd	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r096_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r096.
tag_18_09.r097	tag_18_09	97	The exit status of the until loop shall be the exit status of the last compound-list-2 executed, or zero if none was executed.	54987f8ae27a1105a5c4e7de2b0fb75d3313880fa69eeba79d322aca3eba7db0	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r097_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r097.
tag_18_09.r098	tag_18_09	98	A function is a user-defined name that is used as a simple command to call a compound command with new positional parameters. A function is defined with a "function definition command".	82491df4bdc13d4db01201c1be7fc5bea1d2f452041459a4c98dfa1c90cc8658	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r098_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r098.
tag_18_09.r099	tag_18_09	99	The format of a function definition command is as follows:	2b0d7614cf81add339dc79e4a0f65574efc458358de89ecdade6531204cbf35b	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r099_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r099.
tag_18_09.r100	tag_18_09	100	The function is named fname; the application shall ensure that it is a name (see XBD Name) and that it is not the name of a special built-in utility. An implementation may allow other characters in a function name as an extension. The implementation shall maintain separate name spaces for functions and variables.	f6b5ca1e5a37c17888569a7bc042a64c342260421af054e38530c917196e816e	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r100_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r100.
tag_18_09.r101	tag_18_09	101	The argument compound-command represents a compound command, as described in Compound Commands.	dfe68323656a476a5a37cf58bea6757f03d4f22ac19329e7d8d3355b7d8ce23a	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r101_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r101.
tag_18_09.r102	tag_18_09	102	When the function is declared, none of the expansions in wordexp shall be performed on the text in compound-command or io-redirect; all expansions shall be performed as normal each time the function is called. Similarly, the optional io-redirect redirections and any variable assignments within compound-command shall be performed during the execution of the function itself, not the function definition. See Consequences of Shell Errors for the consequences of failures of these operations on interactive and non-interactive shells.	7e9a7ed6dc2098271f801850f33cd56881c06264b09d91aa53d1e7ddf3671cdb	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r102_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r102.
tag_18_09.r103	tag_18_09	103	When a function is executed, it shall have the syntax-error properties described for special built-in utilities in the first item in the enumerated list at the beginning of Special Built-In Utilities.	81e810c2b91fd0f679ebca7f37b07075cc9da7c8abe59b469fd8555080493bcf	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r103_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r103.
tag_18_09.r104	tag_18_09	104	The compound-command shall be executed whenever the function name is specified as the name of a simple command (see Command Search and Execution). The operands to the command temporarily shall become the positional parameters during the execution of the compound-command; the special parameter '#' also shall be changed to reflect the number of operands. The special parameter 0 shall be unchanged. When the function completes, the values of the positional parameters and the special parameter '#' shall be restored to the values they had before the function was executed. If the special built-in return (see return) is executed in the compound-command, the function completes and execution shall resume with the next command after the function call.	40737e5d50758c1714fc2ff9211cb3a4c3f7a8035176c39c9fc82e782d13ce65	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r104_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r104.
tag_18_09.r105	tag_18_09	105	The exit status of a function definition shall be zero if the function was declared successfully; otherwise, it shall be greater than zero. The exit status of a function invocation shall be the exit status of the last command executed by the function.	f9d8a8252f68a7a02c63e9855e995c78ab5292f3ce39ea4bacea09e317bc0c70	Parse and execute the complete shell command forms with their expansion, redirection, waiting, status, and environment rules.	open	missing:tag_18_09.r105_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09.r105.
tag_18_09_01.r001	tag_18_09_01	1	A "simple command" is a sequence of optional variable assignments and redirections, in any sequence, optionally followed by words and redirections, terminated by a control operator.	d517d049a5fb47991476894708ceb1ebf1670f36277b455c5346e18648fe4a73	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r001_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r001.
tag_18_09_01.r002	tag_18_09_01	2	When a given simple command is required to be executed (that is, when any conditional construct such as an AND-OR list or a case statement has not bypassed the simple command), the following expansions, assignments, and redirections shall all be performed from the beginning of the command text to the end:	664a33788b60eb016729722324c0697cd51a8125b71173c8ddc8a724517dd2d3	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r002_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r002.
tag_18_09_01.r003	tag_18_09_01	3	The words that are recognized as variable assignments or redirections according to Shell Grammar Rules are saved for processing in steps 3 and 4.	08d266ab42ad58a90638ceb13e81b31a1b5ea2dde4688be7b6c9942f4031533e	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r003_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r003.
tag_18_09_01.r004	tag_18_09_01	4	The words that are not variable assignments or redirections shall be expanded. If any fields remain following their expansion, the first field shall be considered the command name and remaining fields are the arguments for the command.	983643203b88422561eca5c1c4a66d9298592c3f4d95b91276b3f77db975fff1	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r004_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r004.
tag_18_09_01.r005	tag_18_09_01	5	Redirections shall be performed as described in Redirection.	eae17912e4b5a2cfe25e6234a5447a248ec8bd24fd56115a9284f0d8841c11e7	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r005_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r005.
tag_18_09_01.r006	tag_18_09_01	6	Each variable assignment shall be expanded for tilde expansion, parameter expansion, command substitution, arithmetic expansion, and quote removal prior to assigning the value.	3627511193f67248eb617f2d0c2829fedca41ae2c78c47cd2f6f9bc68e269856	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r006_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r006.
tag_18_09_01.r007	tag_18_09_01	7	In the preceding list, the order of steps 3 and 4 may be reversed if no command name results from step 2 or if the command name matches the name of a special built-in utility; see Special Built-In Utilities.	7e7b7387b01969ff629e16fe246d59ce763999e65433431581e3ca057edbc4b4	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r007_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r007.
tag_18_09_01.r008	tag_18_09_01	8	Variable assignments shall be performed as follows:	b26208f3a1b979ad90c42992c3652ce49098d05c472df43117a834d281e98ed4	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r008_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r008.
tag_18_09_01.r009	tag_18_09_01	9	If no command name results, variable assignments shall affect the current execution environment.	b6610a38ef932b52d886e8bcf93d71e1396483c09c234e148819fee3276b229b	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r009_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r009.
tag_18_09_01.r010	tag_18_09_01	10	If the command name is not a special built-in utility or function, the variable assignments shall be exported for the execution environment of the command and shall not affect the current execution environment except as a side-effect of the expansions performed in step 4. In this case it is unspecified: Whether or not the assignments are visible for subsequent expansions in step 4	5faa6d4aae9f8ece365c90d62037aef1b046a8fe6de8779d8f2ebf173a4ae3b6	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r010_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r010.
tag_18_09_01.r011	tag_18_09_01	11	Whether variable assignments made as side-effects of these expansions are visible for subsequent expansions in step 4, or in the current shell execution environment, or both	8f35b7e0f68ac14fb3d04a0fe77efab7e7f381da775e138f67ddde30e20d10f6	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r011_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r011.
tag_18_09_01.r012	tag_18_09_01	12	If the command name is a standard utility implemented as a function (see XBD Utility), the effect of variable assignments shall be as if the utility was not implemented as a function.	12afd895c03849b08772460007556aa257e9f7b451d4da683ea9efaa9c7882e5	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r012_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r012.
tag_18_09_01.r013	tag_18_09_01	13	If the command name is a special built-in utility, variable assignments shall affect the current execution environment. Unless the set -a option is on (see set), it is unspecified: Whether or not the variables gain the export attribute during the execution of the special built-in utility	e7c44bf19c80940508561857e56bccf19fc4925b3ed4979d9a813b8ac8c1cb46	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r013_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r013.
tag_18_09_01.r014	tag_18_09_01	14	Whether or not export attributes gained as a result of the variable assignments persist after the completion of the special built-in utility	e5f76b0e2a9f80f5db67646088695b3164a07d881b7460340cd036464d2891b7	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r014_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r014.
tag_18_09_01.r015	tag_18_09_01	15	If the command name is a function that is not a standard utility implemented as a function, variable assignments shall affect the current execution environment during the execution of the function. It is unspecified: Whether or not the variable assignments persist after the completion of the function	8bbe965e0e5828e6f15363d528d285d273bdcb55020c0030a737eb56119476b9	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r015_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r015.
tag_18_09_01.r016	tag_18_09_01	16	Whether or not the variables gain the export attribute during the execution of the function	8b3ea033a9b2cfadce5e0b7d9efcffbc6bc8f898ce61e8645619ca0a59e032bc	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r016_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r016.
tag_18_09_01.r017	tag_18_09_01	17	Whether or not export attributes gained as a result of the variable assignments persist after the completion of the function (if variable assignments persist after the completion of the function)	9fd5e2266ddfd112f028531b9c12e76d5cace5d1dab8e95c9e603d14e4c6ca8a	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r017_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r017.
tag_18_09_01.r018	tag_18_09_01	18	If any of the variable assignments attempt to assign a value to a variable for which the readonly attribute is set in the current shell environment (regardless of whether the assignment is made in that environment), a variable assignment error shall occur. See Consequences of Shell Errors for the consequences of these errors.	286e1bd631b462c085d660a89928ed629e25fed6a84d85eeffaf7bb3b13309ac	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r018_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r018.
tag_18_09_01.r019	tag_18_09_01	19	If there is no command name, any redirections shall be performed in a subshell environment; it is unspecified whether this subshell environment is the same one as that used for a command substitution within the command. (To affect the current execution environment, see the exec special built-in.) If any of the redirections performed in the current shell execution environment fail, the command shall immediately fail with an exit status greater than zero, and the shell shall write an error message indicating the failure. See Consequences of Shell Errors for the consequences of these failures on interactive and non-interactive shells.	6406db75e8cc801f91ee0941670b2bcecb601079094dcb3f5184a406638fbf10	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r019_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r019.
tag_18_09_01.r020	tag_18_09_01	20	If there is a command name, execution shall continue as described in Command Search and Execution . If there is no command name, but the command contained a command substitution, the command shall complete with the exit status of the last command substitution performed. Otherwise, the command shall complete with a zero exit status.	5be46bf7bae1c14df1ae490669d34960994120fba3b722de6f0448ebda7f1325	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r020_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r020.
tag_18_09_01.r021	tag_18_09_01	21	If a simple command results in a command name and an optional list of arguments, the following actions shall be performed:	e4511806cc678095e26076f81704ae9593ec2ae15bfafc89b0d550ba1a5a136e	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r021_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r021.
tag_18_09_01.r022	tag_18_09_01	22	If the command name does not contain any <slash> characters, the first successful step in the following sequence shall occur: If the command name matches the name of a special built-in utility, that special built-in utility shall be invoked.	31186f14754ff3c3f4fd9f4080c1bfacaad1749937aac9e0d231e98a6705757c	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r022_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r022.
tag_18_09_01.r023	tag_18_09_01	23	If the command name matches the name of a utility listed in the following table, the results are unspecified. alloc autoload bind bindkey builtin bye caller cap chdir clone comparguments compcall compctl compdescribe compfiles compgen compgroups complete compquote comptags comptry compvalues declare dirs disable disown dosh echotc echoti help history hist let local login logout map mapfile popd print pushd readarray repeat savehistory source shopt stop suspend typeset whence	847bdaea391735205d0b251243707831b1e51c07a1ec09beb8082db14a8fe301	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r023_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r023.
tag_18_09_01.r024	tag_18_09_01	24	If the command name matches the name of a function known to this shell, the function shall be invoked as described in Function Definition Command. If the implementation has provided a standard utility in the form of a function, it shall not be recognized at this point. It shall be invoked in conjunction with the path search in step 1e.	4e6d2eae5297f6a9af287575b3916ade2531a5becc0326454d5d58ae52bc7359	Execute simple commands with assignment words, redirections, command names, arguments, expansion order, and status rules.	open	missing:tag_18_09_01.r024_q35_ring3_witness	Add an exact Q35 Ring 3 case for this assertion, then run the mutation falsifier before closing it.	Mutate the assertion or remove its witness; verification must reject tag_18_09_01.r024.
